L2_ID,두산 L2,L3_ID,L3_Name,L4_ID,L4_Name,L4_Description,L5_ID,L5_Name,L5_Description
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.5,DCAT 시스템 세팅,채용 시스템에 DCAT 면접 운영을 위한 사전 세팅을 진행함 (w.ACG)
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.6,DCAT 지원자별 사전점검,DCAT 응시 전 시스템 접속 환경 사전점검 (ACG 진행)
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.7,DCAT 운영,"DCAT 면접 진행을 참관하고, 특이사항 발생 시 의사결정을 진행함"
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.8,DCAT 점수 이관 및 Calibration,"DCAT 결과(점수)를 ACG로부터 이관받아, Calibration을 진행함"
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.9,DCAT 전형 합격자 선정(1차) 및 보고,"DCAT 결과를 검토하여 각 자회사에서 DCAT 전형 합/불을 1차 선정하고, 내부 보고함"
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.10,DCAT 합격자 협의(W.지주),DCAT 전형 합격자에 대해 지주와 협의하여 최종 합/불을 확정함
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.11,DCAT 전형 결과 사전 보고,DCAT 전형 결과에 대한 내부 보고를 진행함
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.12,DCAT 전형 합격자 확정 및 시스템 반영,"DCAT 전형 결과를 채용 시스템에 반영하고, 결과 발표 준비(합/불 안내문 등)을 준비함"
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.13,DCAT 전형 결과 발표,채용 시스템을 통해 DCAT 전형 결과를 발표함
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.14,DCAT 전형 결과 확인 문자 발송,DCAT 결과 발표 확인을 돌겨하는 문자를 발송함
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,"채용 전형의 세번째 단계로, DCAT 합격자를 대상으로 실무면접 운영 준비를 하고, 실무면접 결과에 따라 해당 전형의 합격자를 선발하는 업무",1.9.6.1,DISE Case 선정,실무면접 응시자의 과거 응시이력 등을 고려하여 해당 채용 전형에서 사용할 Case를 선정함 (w. ACG)
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.2,실무면접 운영 상세계획 수립,"면접 일정/장소/방법 등을 최종 확정하고, 지원자/면접관(=Assessor) 별 세부 일정을 계획함"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.3,면접 일정 및 장소 확정,"면접 일시, 장소 선정 및 예약"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.4,면접 Time Table 계획 수립,면접 운영 Time Table 구체화
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.5,면접 장소 준비,실제 장소 준비 관련 업무
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.6,Assessor 선정 및 안내,Assessor 일정 공지 및 Block (Outlook)
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.7,지원인력 선정 및 안내,"HR, 현업 인원 선정 및 역할 지정"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.8,실무면접 일정 안내(=DCAT 결과 발표 or 별도 안내),지원자 별 실무면접 일정 및 제출 서류를 안내함
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.9,DISE Assessor 교육 준비/실행,"ACG와 DISE Assessor 교육 일정을 협의하고, ACG에서 교육을 진행함"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.10,DISE Assessor 인증 등록,교육 종료 후 교육 결과를 채용 시스템에 업로드함 (합/불)
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.11,Assessor 사전 교육 준비/실행,"면접에 참여하는 Assessor 전원(SI, DISE, 전문성)를 대상으로 채용 소개 및 유의사항 등 교육 진행"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.12,실무면접 시스템 세팅,대상자·면접관 매칭을 시스템에 셋팅·업로드함
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.13,면접 환경 최종 점검,"면접 장소, 장비 등 현장 점검"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.14,지원자 신원 확인 및 서류 징구,"지원자 도착 후 신원 확인, 대기 장소/동선/면접 운영 방식 등 안내"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.15,실무면접 진행,"실무면접을 진행하고, Asessor는 면접 평가 결과를 채용 시스템에 입력함"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.16,면접 내용 기록 및 평가,Assessor는 면접 평가 결과를 채용 시스템에 입력함
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.17,마무리 및 면접비 전달,"면접 종료 안내, 결과 통보 방법/일정 등 사후 안내, 면접비 전달"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.18,실무면접 결과 취합 및 Calibration,"Assessor 면접 평가 결과를 확인하고, 최종 Calibration을 진행함"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.19,실무면접 합격자 선정(1차) 및 보고,"실무면접 결과를 검토하여 각 자회사에서 실무면접 전형 합/불을 1차 선정하고, 내부 보고함"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.20,실무면접 합격자 협의 (W.지주),실무면접 전형 합격자에 대해 지주와 협의하여 최종 합/불을 확정함
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.21,실무면접 전형 결과 사전 보고,실무면접 전형 결과에 대한 내부 보고를 진행함
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.22,실무면접 합격자 확정 및 시스템 반영,"실무면접 전형 결과를 채용 시스템에 반영하고, 결과 발표 준비(합/불 안내문 등)을 준비함"
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.23,실무면접 결과 발표,채용 시스템을 통해 실무면접 전형 결과를 발표함
1,채용,1.9,신입/인턴 채용,1.9.6,실무면접,,1.9.6.24,실무면접 결과 확인 문자 발송,실무면접 결과 발표 확인을 독려하는 문자를 발송함
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,실무면접 합격자를 대상으로 인턴 기간 동안 업무 태도/역량을 평가하는 업무,1.9.7.1,인턴십 일정 안내 (=실무면접 결과 발표 or 별도 안내),지원자별 인턴십 일정 및 준비 사항(예.기숙사 입과 등)를 안내함
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.2,인턴 입사 준비,"입사 관련 행사, 업무 집기(사원증, 노트북 등) 준비, 멘토 선정, Caring 프로그램 계획, 발령 준비를 위한 정보 요청 등 인턴 입사자를 위한 입사 준비 일체"
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.3,인턴 임시출입증 준비,인턴 배치 예정 부서의 층을 확인하여 각 임시출입증 별 권한 부여 요청 및 임시출입증 준비 후 분출
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.4,인턴 OA 준비,인턴 PC를 종류 별 수요 조사(설계 or 일반) 후 유관 부서에 수량 전달 및 배부 요청
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.5,인턴 payco 준비,근무 인원에 대한 payco 지급 요청 및 인턴 대상 안내
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.6,근로계약서 작성,배치 예정 부서 내 1:1 matching으로 인턴 멘토 선정 요청 및 멘토 대상 안내
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.7,인턴 입사 발령 처리,인턴 입사 발령을 위해 필요한 사전 준비 일체와 품의/시스템 처리
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.8,인턴 배치부서 선정,"인턴이 배치될 부서를 유관부서와 협의하여 최종 확정하고, 유관부서에 공유"
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.9,인턴 평가 방식 확정,"인턴십 결과 평가를 위한 방식/평가표/기준 등에 대해 유관 부서와 협의하여 최종 확정하고, 공유"
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.6,근로계약서 작성,인턴(계약직) 근로계약서 작성 준비 및 입사일 작성 지원
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.10,인턴십 운영,인턴 기간 동안 인턴십 프로그램 운영 및 Caring 프로그램 진행
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.11,인턴 평가,사전에 협의된 방식으로 인턴의 업무태도/역량에 대해 평가함 (최종 평가 포함)
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.12,인턴 평가 결과 취합 및 시스템 입력,"작성된 평가 결과(예.주간 평가 결과)를 취합하고, 최종 평가 결과를 채용 시스템에 입력함"
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.13,인턴십 종료,인턴십 종료 관련 업무 일체 (행사 등)
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.14,인턴 퇴직 처리,인턴 퇴직 발령을 위해 필요한 사전 준비 일체와 품의/시스템 처리
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.15,인턴십 합격자 선정(1차) 및 보고,"인턴십 결과를 검토하여 각 자회사에서 잍너십 전형 합/불을 1차 선정하고, 내부 보고함"
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.16,인턴십 합격자 협의 (W.지주),인턴십 전형 합격자에 대해 지주와 협의하여 최종 합/불을 확정함
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.17,인턴십 전형 결과 사전 보고,인턴십 전형 결과에 대한 내부 보고를 진행함
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.18,인턴십 합격자 확정 및 시스템 반영,"인턴십 전형 결과를 채용 시스템에 반영하고, 결과 발표 준비(합/불 안내문 등)을 준비함"
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.19,인턴십 결과 발표,채용 시스템을 통해 인턴십 전형 결과를 발표함
1,채용,1.9,신입/인턴 채용,1.9.7,(인턴십만 해당) 인턴십 운영,,1.9.7.20,인턴십 결과 확인 문자 발송,인턴십 결과 발표 확인을 독려하는 문자를 발송함
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),실무면접(or 인턴십) 합격자를 대상으로 최종면접을 실시하기 위한 사전준비 및 면접 운영 업무,1.9.8.1,최종면접 운영 계획 수립,면접관(그룹회장님) 및 배석자(자회사CEO) 일정 등을 고려한 면접 일정/장소 Arr.(w.지주HR)
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.2,최종면접 일정 안내 (=실무면접(or 인턴십) 결과 발표,지원자 별 일정 및 제출 서류(필요 시)를 안내함
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.3,최종면접 면접자료 준비,"자회사HR에서 최종면접 면접자료(입사지원서, 보고자료)를 작성함"
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.4,최종면접 면접자료 검토,지주HR에서 자회사HR이 작성한 최종면접자료를 검토/수정하고 내부보고 후 최종 확정
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.5,최종면접 진행,최종면접 진행 (축하 PKG 주소 확인 등 당일 세부 Activity 일괄 포함)
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.6,최종면접 결과 공유,"최종 면접결과 공유 (To 자회사HR, 축하PKG 발송 업체 등 업무 유관 부서)"
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.7,최종면접 결과 시스템 반영,"최종면접 전형 결과를 채용 시스템에 반영하고, 결과 발표(합/불 안내문 등)을 준비함"
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.8,최종면접 결과 발표,채용 시스템을 통해 최종면접 전형 결과를 발표함
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.9,최종면접 결과 확인 문자 발송,최종면접 전형 결과 발표 확인을 독려하는 문자를 발송함
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.10,최종면접 질문 취합 요청 발송,자회사HR에 지원자 별 최종면접 질문 공유를 요청
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.11,최종면접 질문 취합 및 정리,제출된 면접질문을 취합/정리함
1,채용,1.9,신입/인턴 채용,1.9.8,최종면접 (그룹회장님),,1.9.8.12,최종면접 운영 실적 정리,최종면접 운영 실적을 엑셀로 정리함
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,최종면접 합격자를 대상으로 입사 확정 전 진행해야 하는 후속업무(채용검진 등)을 진행하는 업무,1.9.9.1,축하 PKG 발송 신청,최종면접 합격자 대상 축하 PKG(꽃바구니 등) 발송 신청
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.2,채용검진(+ 신원조회 등) 진행 안내(=최종면접 결과 발표 or 별도 안내),"최종면접 합격자 대상 채용 검진 진행 관련 안내 (검진기관, 검진 기간 등)"
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.3,채용검진 진행,채용검진 진행 요청 및 검진 진행상황 모니터링 (검진 기관 커뮤니케이션 포함)
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.4,채용검진 결과확인,채용검진 결과 취합 및 결과 확인
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.5,신원조회 진행,신원 조회 요청 및 진행상황 모니터링 (담당자 커뮤니케이션 포함)
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.6,신원조회 결과 확인,신원조회 결과 취합 및 결과 확인
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.7,학력사항 등 검증 진행,전문 기관에 제출 서류 검증 요청 또는 자체 검증 (최종면접 합격자 제출서류(대학교 졸업(예정) 증명서 등) 등)
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.8,학력사항 등 검증 결과 확인,검증 결과 확인
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.9,특이사항 검토,"채용검진/신원조회/기타 검증사항 등에서 특이사항 확인 시, 후속 검토 진행"
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.10,최종 입사대상자 선정,채용검진/신원조회 등 결과를 고려하여 최종 입사대상자 확정
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.11,소요비용 품의 상신 및 정산,신입 채용 시 소요된 외부 비용 정산 처리
1,채용,1.9,신입/인턴 채용,1.9.9,후속 업무,,1.9.9.12,입사 전 Caring,합격한 지원자의 retention을 위해 유선 연락 등 소통을 진행함
1,채용,1.9,신입/인턴 채용,1.9.10,신규입사자 입사 준비,입사예정자의 입사 준비를 위한 일련의 업무,1.9.10.1,입사 안내,"최종 입사대상자 입사 관련 사전 안내 (일정, 방법 등)"
1,채용,1.9,신입/인턴 채용,1.9.10,신규입사자 입사 준비,,1.9.10.2,계정 생성,입사 예정자의 계정 생성
1,채용,1.9,신입/인턴 채용,1.9.10,신규입사자 입사 준비,,1.9.10.3,사원증 준비,신입 배치 예정 부서의 층을 확인하여 각 임시출입증 별 권한 부여 요청 및 임시출입증 준비 후 분출
1,채용,1.9,신입/인턴 채용,1.9.10,신규입사자 입사 준비,,1.9.10.4,OA 준비,신입 PC를 종류 별 수요 조사(설계 or 일반) 후 유관 부서에 수량 전달 및 배부 요청
1,채용,1.9,신입/인턴 채용,1.9.10,신규입사자 입사 준비,,1.9.10.5,payco 준비,근무 인원에 대한 payco 지급 요청 및 인턴 대상 안내
1,채용,1.9,신입/인턴 채용,1.9.10,신규입사자 입사 준비,,1.9.10.6,멘토 선정 요청,배치 예정 부서 내 1:1 matching으로 신입 멘토 선정 요청 및 멘토 대상 안내
1,채용,1.9,신입/인턴 채용,1.9.10,신규입사자 입사 준비,,1.9.10.7,신입 배치부서 선정,"신입이 배치될 부서를 유관부서와 협의하여 최종 확정하고, 유관부서에 공유"
1,채용,1.9,신입/인턴 채용,1.9.10,신규입사자 입사 준비,,1.9.10.8,신입 입문교육 관련 유관부서 Co-work,신입사원 입문교육 담당부서에 업무 이관
1,채용,1.9,신입/인턴 채용,1.9.10,신규입사자 입사 준비,,1.9.10.9,입사발령 데이터 입력 및 전송,입사예정자 정보를 인사시트메으로 전송하여 입사발령을 준비함
1,채용,1.9,신입/인턴 채용,1.9.10,신규입사자 입사 준비,,1.9.10.10,입사 발령 처리 준비,입사예정자 인사 발령을 위해 필요한 사전 준비 일체
1,채용,1.9,신입/인턴 채용,1.9.11,입사/발령,신규 입사자 입사 시 수행 업무,1.9.11.1,입사 품의 상신,최종 입사대상자 입사 품의 상신
1,채용,1.9,신입/인턴 채용,1.9.11,입사/발령,,1.9.11.2,입사 관련 행사 준비,Top Team 일정 Block 및 행사 기획 후 내부 보고
1,채용,1.9,신입/인턴 채용,1.9.11,입사/발령,,1.9.11.3,입사 관련 행사 운영,신입사원 입사 관련 행사 진행
1,채용,1.9,신입/인턴 채용,1.9.11,입사/발령,,1.9.11.4,입사 서류 작성 및 제출,"수습 근로계약서, 연봉계약서 등 입사 시 제출 필요한 서류 작성 및 제출"
1,채용,1.9,신입/인턴 채용,1.9.11,입사/발령,,1.9.11.5,인계,소속 조직으로 인계
1,채용,1.9,신입/인턴 채용,1.9.11,입사/발령,,1.9.11.6,입사 발령 게시,입사 발령 게시
1,채용,1.9,신입/인턴 채용,1.9.11,입사/발령,,1.9.11.7,입사 결과 시스템 반영,입사 결과를 채용 시스템에 반영
1,채용,1.9,신입/인턴 채용,1.9.11,입사/발령,,1.9.11.8,입사자 개인정보 입력 및 제출서류 등록,입사자의 개인정보 및 제출서류 정보 등을 회사 인사관리시스템에 등록
1,채용,1.9,신입/인턴 채용,1.9.11,입사/발령,,1.9.11.9,정규직 근로계약서 작성 및 제출,수습 기간(3개월) 종료 후 정규직 근로계약서 작성 및 제출
1,채용,1.10,경력채용(팀원),1.10.1,사전 준비,"경력 채용시, 채용 공고 전 준비해야 하는 기본 업무",1.10.1.1,경력 채용 수요 최종 확인,연간 채용계획(또는 채용계획 Re-plan) 대비 변경사항 확인
1,채용,1.10,경력채용(팀원),1.10.1,사전 준비,,1.10.1.2,경력 채용 수요 최종 협의,"각 조직과 조정된 채용 수요(직무, 인원 등)를 최종 협의함"
1,채용,1.10,경력채용(팀원),1.10.1,사전 준비,,1.10.1.3,경력 채용 세부 계획 수립,"경력 채용 시기, 인원, 방식, 홍보방안, 소요예산(견적 기반) 등 세부사항 계획 수립"
1,채용,1.10,경력채용(팀원),1.10.1,사전 준비,,1.10.1.4,경영진 보고 및 확정,경력 채용 계획 보고자료 작성 및 경영진 보고 후 확정
1,채용,1.10,경력채용(팀원),1.10.1,사전 준비,,1.10.1.5,예산 품의 상신,(필요 시) 경력 채용 소요비용(예상)에 대한 품의 상신
1,채용,1.10,경력채용(팀원),1.10.2,채용 공고,모집 공고문을 작성하고 채용 시스템에 해당 내용을 업로드하는 업무(+협력업체 전달),1.10.2.1,모집분야 JD 작성 요청,BG/BU HR(또는 현업 부서)에 모집 준야 별 세부 JD 작성 요청
1,채용,1.10,경력채용(팀원),1.10.2,채용 공고,,1.10.2.2,공고용 JD 작성,제출된 JD를 취합·검토하여 외부 공고용 JD로 수정함
1,채용,1.10,경력채용(팀원),1.10.2,채용 공고,,1.10.2.3,커리어두산 공고 게시 준비,"제출된채용 일정, 지원자격, JD 등을 모두 포함하여 공고 오픈을 위한 시스템 작업 수행 (오류 사전 확인 등)"
1,채용,1.10,경력채용(팀원),1.10.2,채용 공고,,1.10.2.4,커리어두산 공고 오픈,회사 공식 채용 홈페이지에 채용일정에 맞춰 기 작업한 채용 공고를 오픈
1,채용,1.10,경력채용(팀원),1.10.2,채용 공고,,1.10.2.5,외부 업체 공고 전달/공유,외부 채용 포털에 채용 공고 오픈 사실을 전달·공유·업데이트함 (무료 채용공고게재 등)
1,채용,1.10,경력채용(팀원),1.10.3,인력 Pool 확보 (외부),자발적 입사지원자(=커리어두산 입사지원자) 외 추가 인력 Pool 확보를 위한 업무 일체,1.10.3.1,외부 인력 Pool 확보 업체 활용,외부 인력 Pool 확보 업체(Search Firm) 활용 업무 일체
1,채용,1.10,경력채용(팀원),1.10.3,인력 Pool 확보 (외부),,1.10.3.2,S/F 용 JD 작성,세부 JD 작성
1,채용,1.10,경력채용(팀원),1.10.3,인력 Pool 확보 (외부),,1.10.3.3,인력 추천 요청,S/F에 인력 추천 요청
1,채용,1.10,경력채용(팀원),1.10.3,인력 Pool 확보 (외부),,1.10.3.4,지원자 입사서류 수령,S/F 추천 인력 입사서류 취합
1,채용,1.10,경력채용(팀원),1.10.3,인력 Pool 확보 (외부),,1.10.3.5,HR 서류 검토,HR이 지원자 서류를 1차 검토
1,채용,1.10,경력채용(팀원),1.10.3,인력 Pool 확보 (외부),,1.10.3.6,현업 서류 검토,채용 현업 부서에서 지원자 서류를 2차 검토
1,채용,1.10,경력채용(팀원),1.10.3,인력 Pool 확보 (외부),,1.10.3.7,서류 결과 협의 및 발표,S/F을 통해 지원자에게 서류 전형 결과 사전 통보
1,채용,1.10,경력채용(팀원),1.10.4,인력 Pool 확보 (Direct Sourcing),우수한 역량을 가진 비자발적 입사지원자를 확보하기 위한 소싱 업무,1.10.4.1,인재 서칭,우선순위 높은 포지션의 인재 직접 서칭
1,채용,1.10,경력채용(팀원),1.10.4,인력 Pool 확보 (Direct Sourcing),,1.10.4.2,사전 검토,우수 이력서 현업 사전 전달 및 영입 프로세스 진행 여부 확인
1,채용,1.10,경력채용(팀원),1.10.4,인력 Pool 확보 (Direct Sourcing),,1.10.4.3,지원자 접촉,"영입 희망 인재에게 지원 제안 메일/유선연락 진행(온/오프라인 커피챗 등), 등록 안내"
1,채용,1.10,경력채용(팀원),1.10.5,인력 Pool 확보 (사내추천),사내 추천 경로를 통해 우수한 지원자를 확보하는 업무,1.10.5.1,추천 인력 접수,사내 추천을 통해 접수된 인원 확인
1,채용,1.10,경력채용(팀원),1.10.5,인력 Pool 확보 (사내추천),,1.10.5.2,사전 검토,추천 인력의 적합 여부 판단
1,채용,1.10,경력채용(팀원),1.10.5,인력 Pool 확보 (사내추천),,1.10.5.3,검토 결과 안내,검토 결과 안내 (추천인 or 지원자 대상)
1,채용,1.10,경력채용(팀원),1.10.6,인력 Pool 확보 (공통),,1.10.6.1,후속 업무 안내,서류 합격(예정)자 커리어두산 입사지원 안내 및 지원현황 확인
1,채용,1.10,경력채용(팀원),1.10.7,서류접수,서류접수 기간 중 발생하는 업무,1.10.7.1,서류 접수 오류 대응,전형 중 발생하는 입사지원서 제출 관련 오류 발생 대응 (w. DDI)
1,채용,1.10,경력채용(팀원),1.10.7,서류접수,,1.10.7.2,서류 접수 현황 체크 및 보고,지원 현황 확인 및 보고
1,채용,1.10,경력채용(팀원),1.10.7,서류접수,,1.10.7.3,서류접수 마감,공지된 일정에 맞춰 서류접수 마감
1,채용,1.10,경력채용(팀원),1.10.8,서류전형 (경력기술서),"지원자에 대한 인적사항, 학력 등 기본 사항과 경력기술서 내용을 종합적으로 검토하여 서류결과(합/불)을 결정하는 업무",1.10.8.1,서류 검토 및 합격자 선발,"지원자 입사지원서를 검토(HR,현업)하여 합격자 선발"
1,채용,1.10,경력채용(팀원),1.10.8,서류전형 (경력기술서),,1.10.8.2,서류전형 결과 발표 및 시스템 반영,서류전형 결과 발표 후 시스템에 반영
1,채용,1.10,경력채용(팀원),1.10.9,DCAT (인성검사),DCAT 전형준비/운영을 위한 업무 일체,1.10.9.1,DCAT 일정 협의 및 안내,서류전형 합격자와 협의하여 DCAT 일정 확정 후 안내
1,채용,1.10,경력채용(팀원),1.10.9,DCAT (인성검사),,1.10.9.2,DCAT 시스템 세팅,채용 시스템에 DCAT 면접 운영을 위한 사전 세팅을 진행함
1,채용,1.10,경력채용(팀원),1.10.9,DCAT (인성검사),,1.10.9.3,DCAT 운영,"DCAT 응시 당일, DCAT 응시 설명 및 응시 지원"
1,채용,1.10,경력채용(팀원),1.10.9,DCAT (인성검사),,1.10.9.4,DCAT 결과 출력,DCAT 응시 종료 후 시스템에서 채점 진행 및 결과 출력
1,채용,1.10,경력채용(팀원),1.10.9,DCAT (인성검사),,1.10.9.5,DCAT 결과 보고,DCAT 응시 종료 후 결과 보고(HR)
1,채용,1.10,경력채용(팀원),1.10.9,DCAT (인성검사),,1.10.9.6,DCAT 예외 검토,(발생 시)필요 시 예외 검토자에 대한 별도 검토 및 협의(W.지주HR)
1,채용,1.10,경력채용(팀원),1.10.9,DCAT (인성검사),,1.10.9.7,DCAT 결과 안내,지원자 및 유관부서에 DCAT 결과 안내
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,실무면접 전형 준비/운영을 위한 업무 일체,1.10.10.1,실무면접 사전준비,"면접관/지원자 일정 확인, 장소 섭외 등 사전 준비 일체"
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,,1.10.10.2,면접 장소 준비,실제 장소 준비 관련 업무
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,,1.10.10.3,Assessor 선정 및 안내,Assessor 일정 공지 및 Block (Outlook)
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,,1.10.10.4,면접 환경 최종 점검,"면접 장소, 장비 등 현장 점검"
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,,1.10.10.5,지원자 신원 확인 및 서류 징구,"지원자 도착 후 신원 확인, 대기 장소/동선/면접 운영 방식 등 안내"
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,,1.10.10.6,실무면접 일정 안내 (지원자),"지원자 별 실무면접 일정 및 제출 서류(예. 경력증명서, 처우 증빙)를 안내함"
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,,1.10.10.7,실무면접 시스템 세팅,대상자·면접관 매칭을 시스템에 셋팅·업로드함
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,,1.10.10.8,실무면접 진행,"실무면접을 진행하고, Asessor는 면접 평가 결과를 채용 시스템에 입력함"
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,,1.10.10.9,실무면접 결과 취합 및 Calibration,"Assessor 면접 평가 결과를 확인하고, 최종 Calibration을 진행함"
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,,1.10.10.10,실무면접 합격자 선정(1차) 및 보고,실무면접 결과를 검토하여 각 자회사에서 실무면접 합격 여부를 확정함
1,채용,1.10,경력채용(팀원),1.10.10,실무면접,,1.10.10.11,실무면접 전형 결과 발표 및 시스템 반영,실무면접 결과 발표 후 시스템에 반영
